ID,Name,Gender,Qualification,,
857,"""Margaret Weis""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (857, ""Margaret Weis"", ""F"" , ""High School"" );"
858,"""Ivan Doig""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (858, ""Ivan Doig"", ""F"" , ""High School"" );"
859,"""Sylvia Nasar""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (859, ""Sylvia Nasar"", ""F"" , ""High School"" );"
860,"""Ha Jin""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (860, ""Ha Jin"", ""F"" , ""High School"" );"
861,"""Elizabeth Laird""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (861, ""Elizabeth Laird"", ""F"" , ""High School"" );"
862,"""Harlan Ellison""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (862, ""Harlan Ellison"", ""F"" , ""High School"" );"
863,"""David M. Gitlitz""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (863, ""David M. Gitlitz"", ""F"" , ""High School"" );"
864,"""Wolfgang Hohlbein""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (864, ""Wolfgang Hohlbein"", ""F"" , ""High School"" );"
865,"""Christoph Hein""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (865, ""Christoph Hein"", ""F"" , ""High School"" );"
866,"""Gaby Hauptmann""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (866, ""Gaby Hauptmann"", ""F"" , ""High School"" );"
867,"""Carolyn See""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (867, ""Carolyn See"", ""F"" , ""High School"" );"
868,"""Christa Wolf""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (868, ""Christa Wolf"", ""F"" , ""High School"" );"
869,"""Thomas Brussig""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (869, ""Thomas Brussig"", ""F"" , ""High School"" );"
870,"""Piers Vitebsky""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (870, ""Piers Vitebsky"", ""F"" , ""High School"" );"
871,"""Christopher Weidner""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (871, ""Christopher Weidner"", ""F"" , ""High School"" );"
872,"""H. P. Lovecraft""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (872, ""H. P. Lovecraft"", ""F"" , ""High School"" );"
873,"""Pamela Grim""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (873, ""Pamela Grim"", ""F"" , ""High School"" );"
874,"""Arthur C. Clarke""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (874, ""Arthur C. Clarke"", ""F"" , ""High School"" );"
875,"""Jay Bennett""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (875, ""Jay Bennett"", ""F"" , ""High School"" );"
876,"""John Applegate""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (876, ""John Applegate"", ""F"" , ""High School"" );"
877,"""J. Michael Straczynski""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (877, ""J. Michael Straczynski"", ""F"" , ""High School"" );"
878,"""John Myers Myers""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (878, ""John Myers Myers"", ""F"" , ""High School"" );"
879,"""Reay Tannahill""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (879, ""Reay Tannahill"", ""F"" , ""High School"" );"
880,"""Jack Whyte""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (880, ""Jack Whyte"", ""F"" , ""High School"" );"
881,"""Stephen R Donaldson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (881, ""Stephen R Donaldson"", ""F"" , ""High School"" );"
882,"""Peter Matthiessen""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (882, ""Peter Matthiessen"", ""F"" , ""High School"" );"
883,"""Paul Kent""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (883, ""Paul Kent"", ""F"" , ""High School"" );"
884,"""Robin McKinley""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (884, ""Robin McKinley"", ""F"" , ""High School"" );"
885,"""Hank Whittemore""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (885, ""Hank Whittemore"", ""F"" , ""High School"" );"
886,"""Ellyn Satter""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (886, ""Ellyn Satter"", ""F"" , ""High School"" );"
887,"""Bill Brittain""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (887, ""Bill Brittain"", ""F"" , ""High School"" );"
888,"""August Wilson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (888, ""August Wilson"", ""F"" , ""High School"" );"
889,"""Marilynn Robinson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (889, ""Marilynn Robinson"", ""F"" , ""High School"" );"
890,"""Sigrid Nunez""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (890, ""Sigrid Nunez"", ""F"" , ""High School"" );"
891,"""Amanda Scott""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (891, ""Amanda Scott"", ""F"" , ""High School"" );"
892,"""John Fowles""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (892, ""John Fowles"", ""F"" , ""High School"" );"
893,"""Christopher Catling""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (893, ""Christopher Catling"", ""F"" , ""High School"" );"
894,"""A'Lelia Bundles""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (894, ""A'Lelia Bundles"", ""F"" , ""High School"" );"
895,"""Dorothy L. Sayers""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (895, ""Dorothy L. Sayers"", ""F"" , ""High School"" );"
896,"""Jude Deveraux""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (896, ""Jude Deveraux"", ""F"" , ""High School"" );"
897,"""Anne Morrow Lindbergh""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (897, ""Anne Morrow Lindbergh"", ""F"" , ""High School"" );"
898,"""LAURIE R. KING""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (898, ""LAURIE R. KING"", ""F"" , ""High School"" );"
899,"""Jeanne Duprau""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (899, ""Jeanne Duprau"", ""F"" , ""High School"" );"
900,"""Louise Erdrich""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (900, ""Louise Erdrich"", ""F"" , ""High School"" );"
901,"""Melinda Haynes""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (901, ""Melinda Haynes"", ""F"" , ""High School"" );"
902,"""Belle Yang""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (902, ""Belle Yang"", ""F"" , ""High School"" );"
903,"""Carol Shields""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (903, ""Carol Shields"", ""F"" , ""High School"" );"
904,"""Vladimir Vladimirovich Nabokov""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (904, ""Vladimir Vladimirovich Nabokov"", ""F"" , ""High School"" );"
905,"""Tim Powers""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (905, ""Tim Powers"", ""F"" , ""High School"" );"
906,"""Jean Lorrah""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (906, ""Jean Lorrah"", ""F"" , ""High School"" );"
907,"""John Beer""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (907, ""John Beer"", ""F"" , ""High School"" );"
908,"""Paulo Coelho""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (908, ""Paulo Coelho"", ""F"" , ""High School"" );"
909,"""Barbara Erskine""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (909, ""Barbara Erskine"", ""F"" , ""High School"" );"
910,"""Annegrit Arens""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (910, ""Annegrit Arens"", ""F"" , ""High School"" );"
911,"""Hans Joachim Alpers""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (911, ""Hans Joachim Alpers"", ""F"" , ""High School"" );"
912,"""Hermann Hesse""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (912, ""Hermann Hesse"", ""F"" , ""High School"" );"
913,"""Claudia von Zglinicki""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (913, ""Claudia von Zglinicki"", ""F"" , ""High School"" );"
914,"""Linda Lael Miller""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (914, ""Linda Lael Miller"", ""F"" , ""High School"" );"
915,"""Jane Feather""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (915, ""Jane Feather"", ""F"" , ""High School"" );"
916,"""William Forstchen""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (916, ""William Forstchen"", ""F"" , ""High School"" );"
917,"""Spider Robinson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (917, ""Spider Robinson"", ""F"" , ""High School"" );"
918,"""Dennis L. McKiernan""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (918, ""Dennis L. McKiernan"", ""F"" , ""High School"" );"
919,"""Mallory Rush""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (919, ""Mallory Rush"", ""F"" , ""High School"" );"
920,"""Lionel Fenn""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (920, ""Lionel Fenn"", ""F"" , ""High School"" );"
921,"""Carole Halston""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (921, ""Carole Halston"", ""F"" , ""High School"" );"
922,"""Christine Rimmer""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (922, ""Christine Rimmer"", ""F"" , ""High School"" );"
923,"""BJ James""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (923, ""BJ James"", ""F"" , ""High School"" );"
924,"""Truman Capote""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (924, ""Truman Capote"", ""F"" , ""High School"" );"
925,"""Darrell Scott""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (925, ""Darrell Scott"", ""F"" , ""High School"" );"
926,"""Johann Wolfgang Von Goethe""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (926, ""Johann Wolfgang Von Goethe"", ""F"" , ""High School"" );"
927,"""Thomas Elsaesser""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (927, ""Thomas Elsaesser"", ""F"" , ""High School"" );"
928,"""Adrian Plass""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (928, ""Adrian Plass"", ""F"" , ""High School"" );"
929,"""Stephen Quirke""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (929, ""Stephen Quirke"", ""F"" , ""High School"" );"
930,"""James Herbert""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (930, ""James Herbert"", ""F"" , ""High School"" );"
931,"""William Sutcliffe""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (931, ""William Sutcliffe"", ""F"" , ""High School"" );"
932,"""Janosch""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (932, ""Janosch"", ""F"" , ""High School"" );"
933,"""Jean de Brunhoff""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (933, ""Jean de Brunhoff"", ""F"" , ""High School"" );"
934,"""Philippe Fix""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (934, ""Philippe Fix"", ""F"" , ""High School"" );"
935,"""Claudia Keller""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (935, ""Claudia Keller"", ""F"" , ""High School"" );"
936,"""F. Paul Wilson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (936, ""F. Paul Wilson"", ""F"" , ""High School"" );"
937,"""Arnold A. Lazarus""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (937, ""Arnold A. Lazarus"", ""F"" , ""High School"" );"
938,"""Clarissa Pinkola Estes""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (938, ""Clarissa Pinkola Estes"", ""F"" , ""High School"" );"
939,"""Virginia Allen Jensen""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (939, ""Virginia Allen Jensen"", ""F"" , ""High School"" );"
940,"""John Paul Allen""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (940, ""John Paul Allen"", ""F"" , ""High School"" );"
941,"""Tournier""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (941, ""Tournier"", ""F"" , ""High School"" );"
942,"""G. B. Trudeau""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (942, ""G. B. Trudeau"", ""F"" , ""High School"" );"
943,"""Gary Larson""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (943, ""Gary Larson"", ""F"" , ""High School"" );"
944,"""Garrison Keillor""","""F""","""High School""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (944, ""Garrison Keillor"", ""F"" , ""High School"" );"
945,"""Berke Breathed""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (945, ""Berke Breathed"", ""F"" , """" );"
946,"""Barbara Ann Kipfer""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (946, ""Barbara Ann Kipfer"", ""F"" , """" );"
947,"""STEPHEN FRIED""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (947, ""STEPHEN FRIED"", ""F"" , """" );"
948,"""George Stephanopoulos""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (948, ""George Stephanopoulos"", ""F"" , """" );"
949,"""Rita Mae Brown""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (949, ""Rita Mae Brown"", ""F"" , """" );"
950,"""Cornelia Funke""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (950, ""Cornelia Funke"", ""F"" , """" );"
951,"""Stan Lee""","""F""","""""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (951, ""Stan Lee"", ""F"" , """" );"
952,"""Camille Paglia""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (952, ""Camille Paglia"", ""F"" , ""Graduate"" );"
953,"""James Kahn""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (953, ""James Kahn"", ""F"" , ""Graduate"" );"
954,"""James McBride""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (954, ""James McBride"", ""F"" , ""Graduate"" );"
955,"""Louis Sachar""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (955, ""Louis Sachar"", ""F"" , ""Graduate"" );"
956,"""Eric Van Lustbader""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (956, ""Eric Van Lustbader"", ""F"" , ""Graduate"" );"
957,"""Robert Asprin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (957, ""Robert Asprin"", ""F"" , ""Graduate"" );"
958,"""Georg Feverstein""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (958, ""Georg Feverstein"", ""F"" , ""Graduate"" );"
959,"""Nomi Eve""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (959, ""Nomi Eve"", ""F"" , ""Graduate"" );"
960,"""Bruce Catton""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (960, ""Bruce Catton"", ""F"" , ""Graduate"" );"
961,"""William Gibson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (961, ""William Gibson"", ""F"" , ""Graduate"" );"
962,"""Clement Eaton""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (962, ""Clement Eaton"", ""F"" , ""Graduate"" );"
963,"""Judy Collins""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (963, ""Judy Collins"", ""F"" , ""Graduate"" );"
964,"""Oliver W. Sacks""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (964, ""Oliver W. Sacks"", ""F"" , ""Graduate"" );"
965,"""Annette Broadrick""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (965, ""Annette Broadrick"", ""F"" , ""Graduate"" );"
966,"""Rachel Cohn""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (966, ""Rachel Cohn"", ""F"" , ""Graduate"" );"
967,"""Carolyn Keene""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (967, ""Carolyn Keene"", ""F"" , ""Graduate"" );"
968,"""Rachel Naomi Remen M.D.""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (968, ""Rachel Naomi Remen M.D."", ""F"" , ""Graduate"" );"
